id,y_true,y_pred,absolute_error
1730889731.253254,63.0,53.47336302211859,9.52663697788141
1730889761.341051,196.0,160.67075589317804,35.32924410682196
1730889791.421615,151.0,165.84427759702953,14.844277597029532
1730889821.516624,50.0,140.45908566353486,90.45908566353486
1730889851.604024,155.0,222.48361014848808,67.48361014848808
1730889881.711342,308.0,263.7858956299527,44.21410437004732
1730889911.763805,249.0,210.0870555580589,38.91294444194102
1730889941.796609,268.0,210.873582595724,57.126417404276026
1730889971.885032,64.0,89.83346357830649,25.833463578306493
1730890001.987275,122.0,191.53507677898563,69.53507677898565
1730890032.079304,192.0,216.21577209994737,24.21577209994737
1730890062.149065,191.0,125.279399604834,65.720600395166
1730890092.245925,168.0,124.01761825185304,43.98238174814695
1730890122.315113,127.0,119.90095828566665,7.099041714333367
1730890152.404393,60.0,117.99524599044123,57.99524599044125
1730890182.493811,109.0,162.6473989763018,53.64739897630179
1730908425.621073,63.0,53.47336302211859,9.52663697788141
1730908455.70128,303.0,263.2698054419086,39.7301945580914
1730908485.770593,200.0,144.42650416308084,55.573495836919165
1730908515.858996,85.0,150.8406712468463,65.84067124684631
1730908545.925143,55.0,149.46756884126117,94.46756884126115
1730908575.986415,252.0,153.68650947308407,98.31349052691591
1730908606.023147,248.0,203.7505820486254,44.2494179513746
1730908636.072871,281.0,253.3073511962559,27.69264880374413
1730908666.107451,63.0,58.62119358326706,4.378806416732942
1730908696.159846,142.0,138.95794611461957,3.042053885380426
1730908726.228514,183.0,115.87639955548843,67.12360044451157
1730908756.31388,216.0,170.65576194574703,45.34423805425297
1730908786.373022,72.0,65.3907931623051,6.609206837694899
1730908816.440785,91.0,153.63331639514493,62.63331639514493
1730908846.510629,68.0,191.33750925921345,123.33750925921343
1730908876.578296,43.0,61.91745607289509,18.91745607289509
1730908906.636362,215.0,245.1589311291344,30.158931129134345
1730908936.713537,292.0,200.6597719852188,91.34022801478122
1730908966.805884,248.0,203.7505820486254,44.2494179513746
1730908996.85416,43.0,61.91745607289509,18.91745607289509
1730909026.914846,288.0,209.0916869580524,78.90831304194762
1730909056.989428,143.0,174.7517001077043,31.75170010770429
1730909087.090377,80.0,79.05271657222744,0.947283427772561
1730909117.169243,230.0,284.13968072574926,54.13968072574926
1730909147.262818,181.0,174.16595788399368,6.834042116006316
1730909177.336097,280.0,235.4717536036769,44.52824639632311
1730909207.424924,110.0,163.0157804598917,53.01578045989169
1730909237.494242,39.0,58.4686736724457,19.468673672445703
1730909267.568601,101.0,186.3924514990171,85.39245149901711
1730909297.63796,69.0,100.66339134964326,31.663391349643263
1730909327.710442,191.0,193.3160440937124,2.3160440937124065
1730909357.766807,127.0,164.33015823591927,37.33015823591927
1730909387.837404,200.0,144.42650416308084,55.573495836919165
1730909417.920914,111.0,124.51667354531328,13.516673545313267
1730909447.997129,85.0,150.8406712468463,65.84067124684631
1730909478.056033,141.0,176.8822723504105,35.88227235041049
1730909508.142236,84.0,92.86437134294496,8.864371342944963
1730909538.205438,44.0,126.37027691629643,82.37027691629643
1730909568.274129,292.0,200.6597719852188,91.34022801478122
1730909598.342905,262.0,160.41741938199718,101.58258061800282
1730909628.403542,39.0,58.4686736724457,19.468673672445703
1730909658.442056,59.0,69.4757150737422,10.475715073742194
1730909688.526042,129.0,106.83685612017888,22.16314387982112
1730909718.594796,242.0,257.23393439070924,15.233934390709235
1730909748.662387,135.0,128.46271126779868,6.537288732201319
1730909778.723146,93.0,87.12142621227443,5.878573787725571
1730909808.799421,295.0,221.7739288912224,73.22607110877766
1730909838.881006,191.0,125.279399604834,65.720600395166
1730909868.95865,39.0,58.4686736724457,19.468673672445703
1730909899.02266,96.0,61.07389938417128,34.92610061582872
1730909929.108354,163.0,189.9584135315862,26.95841353158619
1730909959.182233,101.0,97.25250430863412,3.747495691365884
1730909989.254012,87.0,112.82246612771677,25.82246612771675
1730910019.339524,95.0,146.27173897170897,51.27173897170897
1730910049.424198,161.0,187.8754912248215,26.875491224821506
1730910079.483068,181.0,84.17329376111893,96.82670623888109
1730910109.544874,258.0,170.67285698732016,87.32714301267984
1730910139.610628,200.0,77.05659193974893,122.94340806025107
1730910169.655356,128.0,72.73110766827678,55.26889233172322
1730910199.69137,123.0,197.5040006442761,74.50400064427618
1730910229.762376,39.0,58.4686736724457,19.468673672445703
1730910259.847387,39.0,58.4686736724457,19.468673672445703
1730910289.93011,151.0,206.11637746200643,55.116377462006426
1730910320.010734,118.0,155.51050404974444,37.51050404974444
1730914495.18228,121.0,169.2311988217084,48.2311988217084
1730914525.239335,104.0,38.09508863254196,65.90491136745804
1730914555.285187,131.0,157.01425963883105,26.01425963883105
1730914585.329141,125.0,101.83547601327308,23.16452398672693
1730914615.373405,209.0,157.93215937839972,51.06784062160028
1730914645.387418,237.0,224.0637448889237,12.936255111076264
1730914675.436203,70.0,174.7208351872619,104.72083518726193
1730914705.488085,85.0,150.8406712468463,65.84067124684631
1730914735.530164,128.0,98.72418096807094,29.27581903192906
1730914765.571644,115.0,138.35423107449964,23.35423107449964
1730914795.599276,136.0,150.4996403640423,14.499640364042309
1730914825.644247,268.0,225.1286032036448,42.871396796355214
1730914855.684199,127.0,164.33015823591927,37.33015823591927
1730914885.72089,201.0,91.37235292749102,109.62764707250898
1730914915.746376,209.0,157.93215937839972,51.06784062160028
1730914945.789811,122.0,191.53507677898563,69.53507677898565
1730914975.830913,66.0,176.4441606004218,110.44416060042181
